metric,grouping,better,group_channel,n,n_pos,n_neg,n_zero,n_nan,win_rate,p_sign,ci_lo,ci_hi,median,q1,q3,iqr,min,max,group_assignment,group_scheduler
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.156298467772262,5.065717074876657,5.238594202187186,0.17287712731052896,4.9899826237065925,5.289471677915207,rank_cartlabor,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.347103314626528,5.2596325873529235,5.399400990294806,0.13976840294188264,5.1271837659828465,5.426330656848899,rank_labor,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,4.975868875457702,4.9026159991148806,5.035882886709983,0.1332668875951022,4.788961219613852,5.109821070939391,rank_maxlabor,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,12.30844445760254,11.26726631372564,13.307800912140056,2.040534598414416,10.670905206112721,13.778696951734831,rank_minlabor,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.243912417628442,5.227403130082541,5.270145985984909,0.04274285590236815,5.208299233198749,5.318422725300396,rank_popularity,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.290739640476289,5.269933805349103,5.309146399060781,0.03921259371167807,5.253690264817066,5.318192709964731,rank_random,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.185493361036745,5.1031005623721235,5.243727348590915,0.14062678621879154,4.976594386405209,5.297757091226477,tmax,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.495125109652988,5.414653723002789,5.498090739664862,0.08343701666207348,5.181042913366435,5.499184279386242,tmin,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,52.18717932540798,50.38654838849089,53.37246224846547,2.9859138599745805,48.42515171872253,53.487814876655,cluster_map,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,52.03364433432576,50.59523936138322,53.977192372976496,3.381953011593275,49.230049071991125,56.857811859493246,cluster_map_rank,
