cell,scheduler,pair,pickcfg,channel,arm,initial,assignment,items,elapsed_hours,labor_hours,mean_thr_items_hr,auc_item_hours,shape_index,auc_gain_vs_ref_pct,thr_gain_vs_ref_pct,labor_delta_vs_ref_pct
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_labor_norsl,uni,rank_labor,4967209.0,0.9494161840484694,17.689895498293513,5231856.2538285265,2370906.8756776797,1.005484609634323,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_maxlabor_norsl,uni,rank_maxlabor,4967275.0,0.944687703766835,17.69076613546983,5258113.3216761,2359507.8696611025,1.0056456030431675,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,uni,rank_minlabor,5011022.0,1.019725822789925,17.68688797650719,4914087.579237783,2569478.3296314767,1.0056925392723035,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_popularity_norsl,uni,rank_popularity,4967390.0,0.9472433658856714,17.689420853618756,5244048.339526238,2363098.5326774977,1.004435364661776,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_random_norsl,uni,rank_random,4961808.0,0.9481965649932271,17.666127825496783,5232889.659366612,2365017.178685194,1.005370094470954,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_tmax_norsl,uni,tmax,4960809.0,0.9457690490769624,17.66776348501507,5245264.692095366,2360613.0704342206,1.0062761963966909,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_tmin_norsl,uni,tmin,4960662.0,0.9520738133002119,17.66613889342775,5210375.425414398,2380515.930782467,1.0080703259616743,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_cluster_map_norsl,opt,cluster_map,1957306.0,8.239641886064604,102.1817175612516,237547.45983685504,8226182.439587752,1.0201435044259226,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_cluster_map_rank_norsl,opt,cluster_map_rank,1956784.0,8.438770339182925,102.27188799459407,231880.22915071575,8444297.072366074,1.0227546030884898,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_cmax_norsl,opt,cmax,1957648.0,8.17962092145648,102.69409027709513,239332.36256276496,8049712.638379833,1.005408588057662,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_cmin_norsl,opt,cmin,1963772.0,6.636166961887161,103.0886755591756,295919.61915339634,6597122.717142004,1.012456075644777,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_comp_norsl,opt,comp,1959017.0,8.451979963413697,103.93479971600063,231782.02131098835,8431436.58061694,1.0184387373512118,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_expn_norsl,opt,expn,1959774.0,6.805644366125453,104.13897500769934,287963.0340008093,6784846.072583257,1.0174070725447015,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_fifo_norsl,opt,fifo,1959915.0,6.680796423289982,102.93714391592565,293365.4725905917,6621923.952366355,1.0114599934016637,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_map_norsl,opt,map,1986503.0,6.550554751068613,101.74681612623583,303257.21644810855,6559851.249231617,1.0082231866736564,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_map_rank_norsl,opt,map_rank,1985430.0,6.60666521083681,101.74606255304343,300519.2387747044,6643713.131895533,1.012987270574285,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_cartlabor_norsl,opt,rank_cartlabor,2018209.0,6.634186782684052,102.08473907820421,304213.4727451064,6776319.450216658,1.0122086254135012,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_labor_norsl,opt,rank_labor,2017852.0,6.659145714966591,102.08088113455662,303019.64942212164,6823525.00520278,1.0156193233672755,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_maxlabor_norsl,opt,rank_maxlabor,2022925.0,7.026573764495666,107.90497402414425,287896.35856689763,7173834.796871284,1.0093876238766164,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_minlabor_norsl,opt,rank_minlabor,2023006.0,7.76295802859658,102.50925706408553,260597.31258984117,7850429.438117892,0.9997674685037886,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_popularity_norsl,opt,rank_popularity,2026372.0,6.732746577617633,104.21286229073833,300972.5639661648,6901360.308373333,1.0117035031564119,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_random_norsl,opt,rank_random,1948950.0,6.797602025965579,103.3258418690518,286711.40095512685,6769264.716996188,1.0219156762457249,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_tmax_norsl,opt,tmax,1950962.0,6.86531821123056,104.25803154971642,284176.4853388061,6804800.61267847,1.0160987517279207,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_tmin_norsl,opt,tmin,1948694.0,6.752211421809183,103.28422024050583,288600.856558764,6677652.838788902,1.0149955832857276,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_cluster_map_norsl,uni,cluster_map,1958253.0,8.026973440146673,102.3917442545529,243959.07306804517,7967535.595256966,1.0137558690159003,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_cluster_map_rank_norsl,uni,cluster_map_rank,1956104.0,8.172853732726384,102.45773786783262,239341.61358684476,8164890.94745569,1.021444364099333,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_cmax_norsl,uni,cmax,1957513.0,7.551666472371108,102.65405273183306,259216.029622316,7528871.823967371,1.0186205736842902,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_cmin_norsl,uni,cmin,1964136.0,6.70708178956222,103.13693209801853,292845.0944279005,6675739.099204161,1.0135010262792843,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_comp_norsl,uni,comp,1957583.0,8.423886743564283,103.91166903239588,232384.7719694905,8422792.935974812,1.021535387310279,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_expn_norsl,uni,expn,1959236.0,6.874335709973585,104.0948504728286,285007.32036659995,6822910.213815041,1.0131696283726108,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_fifo_norsl,uni,fifo,1959915.0,6.680796423289982,102.93714391592565,293365.4725905917,6621923.952366355,1.0114599934016637,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_map_norsl,uni,map,1985778.0,6.615701503606853,102.08482048786934,300161.3659439384,6608454.765245164,1.0060586986829247,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_map_rank_norsl,uni,map_rank,1985293.0,6.571357012019158,102.06035656229797,302113.09420091694,6549341.95426255,1.0040330027193767,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_cartlabor_norsl,uni,rank_cartlabor,2018545.0,6.678986466903594,102.4372338573456,302223.250489053,6836727.577716102,1.0142132299737006,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_labor_norsl,uni,rank_labor,2018454.0,6.674137736483536,102.44369763226055,302429.17957271304,6816198.180237652,1.0119479691547932,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_maxlabor_norsl,uni,rank_maxlabor,2022162.0,6.989701046960056,107.51154729740058,289305.9354633592,7156063.537338557,1.0125806815629006,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_minlabor_norsl,uni,rank_minlabor,2022841.0,7.479033639778097,102.78238388965481,270468.2312486587,7708687.274101341,1.0190680578038533,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_popularity_norsl,uni,rank_popularity,2026933.0,6.781116231139884,104.32409597882175,298908.4585649816,6957783.362538452,1.0124190684147485,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_random_norsl,uni,rank_random,1949652.0,6.762375301431672,103.37709550669562,288308.75440871145,6702398.054209967,1.0167257978289406,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_tmax_norsl,uni,tmax,1950270.0,6.782550392913344,104.17253143773372,287542.2793817667,6734765.625187396,1.0182741357106162,0.0,0.0,0.0
k1_off_rr,round_robin,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_tmin_norsl,uni,tmin,1948150.0,6.757858852970613,103.33288848039996,288279.1787140736,6699235.749494595,1.0177093094833236,0.0,0.0,0.0
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_cluster_map_norsl,opt,cluster_map,6030027.0,1.0764895537748465,20.304344958066718,5601565.736383553,3250381.233742812,1.0014637206694248,13.420867174139623,15.756956638902885,0.0030426269099104175
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_cluster_map_rank_norsl,opt,cluster_map_rank,6026442.0,1.0715718716339262,20.30138351784993,5623927.017429935,3236751.831685143,1.0024370549795563,16.101679014076538,16.44503425246251,-0.013644390002298667
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_cmax_norsl,opt,cmax,5929900.0,1.0282605471928121,20.25028094701191,5766923.583899857,3054866.510622965,1.0020091575518668,18.027711511650352,17.397417186622512,-0.0052829970271006665
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_cmin_norsl,opt,cmin,5929944.0,1.0293572691055073,20.250623960340405,5760821.998326211,3057782.3122614976,1.0018895157653374,5.30388628874451,5.252066866231142,0.006725696667020387
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_comp_norsl,opt,comp,6033932.0,1.0763363357410773,20.27315388088833,5605991.175467961,3249797.086942851,1.0007781790078019,15.011845759353488,15.04824266821525,-0.007196779072071724
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_expn_norsl,opt,expn,6039342.0,1.0618262699373495,20.323971649188806,5687693.14810448,3208051.817899494,1.000525773893083,7.953879317974908,8.487455477018923,0.008657425288705056
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_fifo_norsl,opt,fifo,5931161.0,1.0303963562747755,20.25869380290921,5756193.685935685,3061271.9867731156,1.001815820581118,5.297882504752546,5.473074376417819,0.001064724644361803
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_map_norsl,opt,map,5929970.0,1.028701343474932,20.250078362792628,5764520.516682406,3055338.5695949085,1.0017227448885944,5.711176691567949,6.033860582475992,0.009338894827992661
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_map_rank_norsl,opt,map_rank,5929991.0,1.0278258158166294,20.2497694345994,5769451.310471801,3052516.262379742,1.0016463807973328,6.012453651040613,6.170383881077579,0.015343758804609031
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_cartlabor_norsl,opt,rank_cartlabor,5929944.0,1.0300148934107596,20.25343298183801,5757143.938340315,3059187.7462720834,1.0017100481444507,5.221635043611179,5.375297831533343,-0.004278926853573672
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_labor_norsl,opt,rank_labor,5929904.0,1.0296699888659244,20.254310687233367,5759033.539018827,3057969.823202793,1.0016534094946776,5.303782194476282,5.492684361971256,-0.0009874343699922683
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_maxlabor_norsl,opt,rank_maxlabor,5929993.0,1.0298427290449377,20.255974176222594,5758153.971237333,3059597.9413528433,1.0020035677356676,5.109821070939391,5.227391825332028,-0.0005525775630177421
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_minlabor_norsl,opt,rank_minlabor,6017525.0,1.065884560740792,20.30832960968235,5645569.15602362,3213806.9478242174,1.002124560635223,13.150835565608466,13.698882765511033,0.006312142690045874
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_popularity_norsl,opt,rank_popularity,5930041.0,1.0299973555133073,20.254402250979677,5757336.140969719,3059425.009721268,1.0017884090895741,5.318422725300396,5.293401642543216,-0.005266067505060867
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_random_norsl,opt,rank_random,5931072.0,1.0303978668513307,20.255096310725435,5756098.872879125,3061168.744053901,1.0017955977224355,5.318192709964731,5.432723892641356,-0.006247307773132871
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_tmax_norsl,opt,tmax,5929866.0,1.029971636464154,20.255803808100218,5757309.997736405,3059509.1794307088,1.001870551844927,5.145269287694429,5.359772875863111,0.005072476243506152
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_tmin_norsl,opt,tmin,5929903.0,1.0296350237538294,20.252232913352167,5759228.137346027,3058444.826083067,1.0018431882021612,5.499184279386242,5.651005708598933,-0.008195495542884235
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_cluster_map_norsl,uni,cluster_map,6020442.0,1.0728324461638816,20.299184766658954,5611726.250009726,3244580.2431912366,1.004681114289235,14.600175940894234,15.90490594300309,-0.0008226681081247023
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_cluster_map_rank_norsl,uni,cluster_map_rank,6017479.0,1.070272143970087,20.295745402958634,5622382.151962447,3229262.0363406516,1.0028234412517114,14.382902370216962,15.817037510643917,-0.0006299002291876299
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_cmax_norsl,uni,cmax,5930086.0,1.0289165813594185,20.251498030070554,5763427.383165591,3056652.783037763,1.0019243840014724,15.087710486041436,17.08504525591643,-0.0032631471769239973
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_cmin_norsl,uni,cmin,5930160.0,1.0297788657778495,20.25422047383476,5758673.242454455,3058865.594212292,1.001797640899316,5.040248420411606,5.082115271412557,-0.004427948285812278
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_comp_norsl,uni,comp,6022465.0,1.0757944766804468,20.268172060662362,5598155.717050506,3250366.0744640725,1.0033643750600643,13.136932989295808,14.889383376812892,0.0014018470314791642
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_expn_norsl,uni,expn,6026587.0,1.0563684728100518,20.31911660400513,5705004.603146326,3187895.125794378,1.0014912510175613,9.42475849673368,9.208140032182799,0.006651218022946104
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_fifo_norsl,uni,fifo,5931161.0,1.0303963562747755,20.25869380290921,5756193.685935685,3061271.9867731156,1.001815820581118,5.297882504752546,5.473074376417819,0.001064724644361803
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_map_norsl,uni,map,5930221.0,1.0286138025051537,20.25157572945206,5765255.128365136,3055601.7555257273,1.001851886959273,5.532025302463159,5.7579623890901654,0.010935654589161459
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_map_rank_norsl,uni,map_rank,5930164.0,1.0272994795645078,20.250619893424734,5772575.687971643,3051097.3608511016,1.0016645174385044,6.0641575381002735,6.164788077653438,0.008426855705945258
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_cartlabor_norsl,uni,rank_cartlabor,5930186.0,1.0297344269116093,20.255004370416497,5758947.011013197,3058607.326115612,1.0017518940172845,5.090961891933346,5.298922547544782,0.006583168705032172
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_labor_norsl,uni,rank_labor,5930055.0,1.02986619169385,20.25629524521893,5758082.989642248,3058784.0531746764,1.0017037283420682,5.1271837659828465,5.303895830953187,0.0065827491511960545
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_maxlabor_norsl,uni,rank_maxlabor,5930139.0,1.0299748872211436,20.25674898992692,5757556.881798763,3059859.833224409,1.0019360876659753,5.01123682530018,5.346533833893963,-0.0007780014920744094
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,uni,rank_minlabor,6004537.0,1.0596690235182629,20.29890237370556,5666426.843415712,3191339.235420424,1.003120724076538,10.670905206112721,11.81077079063444,0.00016852627069408044
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_popularity_norsl,uni,rank_popularity,5930145.0,1.0296794494079604,20.254197206923436,5759214.679296244,3058525.84707942,1.001785619160633,5.254053739546413,5.436947260259828,-0.008886257149498533
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_random_norsl,uni,rank_random,5931274.0,1.0302499259941738,20.256109437928348,5757121.500665405,3060876.934656729,1.0018098220393967,5.306130962092797,5.511160133437021,-0.0008521502499969635
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_tmax_norsl,uni,tmax,5930070.0,1.029897514848618,20.25639438674274,5757922.428691019,3059222.4914506446,1.001814305873577,5.297757091226477,5.370668556093339,-0.002965471144367182
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_tmin_norsl,uni,tmin,5930068.0,1.0295396026821346,20.252371896281407,5759922.18711268,3058097.627645243,1.0017944262562892,5.181042913366435,5.188610792386128,-0.003087061063145047
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_cluster_map_norsl,opt,cluster_map,2540273.0,6.3428723866979935,123.20386935379177,400492.52848399634,8143297.608977028,1.0107969821770308,51.04034727841367,52.735155683531154,0.0445414334825589
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_cluster_map_rank_norsl,opt,cluster_map_rank,2540024.0,6.55154793107743,123.71217456883926,387698.3007254413,8453587.237052131,1.0159896682424852,53.016985877470916,54.34450980746692,0.014121468226058198
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_cmax_norsl,opt,cmax,2534728.0,6.515437862888307,125.3682241700699,389034.17595887405,8171453.037889869,0.989587760443456,56.34841256029245,56.39033726752167,0.0007269370896567651
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_cmin_norsl,opt,cmin,2538834.0,5.715691164858071,125.48443983021346,444186.70057080366,7301368.03180524,1.0063085793835091,41.281271936936506,41.27793059454392,-0.04096295313417153
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_comp_norsl,opt,comp,2540569.0,6.58614425914482,125.72112592099288,385744.5115133085,8364755.694805674,0.9998181661501351,65.07802537359542,66.17664688299605,-0.014124620076438887
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_expn_norsl,opt,expn,2539518.0,5.767520595940577,125.9683738949177,440313.64218923106,7354731.807120483,1.00428363724658,40.56460145964166,39.83791027680654,0.012833263715639198
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_fifo_norsl,opt,fifo,2535476.0,5.611241761935702,125.8330459286527,451856.48873652174,7154669.996695576,1.0057756519838226,44.644367690886014,44.19120403740402,-0.018155235803374303
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_map_norsl,opt,map,2536515.0,5.436984631410807,122.88454826708814,466529.7351303744,6935974.189667806,1.005870157904363,45.89287480069651,46.2464275223975,0.0037256464074486573
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_map_rank_norsl,opt,map_rank,2536190.0,5.457550852382388,122.94371329773611,464712.1151226425,6966939.949717444,1.0066824235538365,45.861976423190036,45.118788476576064,-0.0004162437350241355
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_cartlabor_norsl,opt,rank_cartlabor,2535381.0,5.418810548343821,122.49394870872007,467885.15254051494,6906389.397330614,1.0053883716877854,45.28933131953711,45.408417419493084,-0.003267886472380077
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_labor_norsl,opt,rank_labor,2535562.0,5.426638653057826,122.49579488814672,467243.5668019374,6918697.990293375,1.0056554946586433,45.79519178956694,45.626125324819085,0.010635558711546977
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_maxlabor_norsl,opt,rank_maxlabor,2539154.0,5.830277936583334,129.89320726471232,435511.65615408,7448393.411423257,1.006269484256012,44.470589790427404,44.244998536377445,-0.0004852223035145542
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_minlabor_norsl,opt,rank_minlabor,2539767.0,6.019131757793247,122.80125533633552,421949.0621237269,7624786.235854848,0.997539133748307,54.60901383597506,57.83301468258104,0.0009066398515500396
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_popularity_norsl,opt,rank_popularity,2535859.0,5.533126189528751,124.91241880084546,458304.92801682797,7057327.34476846,1.0059457978019646,45.336610293193104,45.61049737644056,-0.005887807593130123
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_random_norsl,opt,rank_random,2535069.0,5.575967711621448,125.104217860637,454641.9798515694,7109857.465441669,1.00596033117572,46.46682362839054,45.337494166062896,-0.005319722841667929
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_tmax_norsl,opt,tmax,2536246.0,5.6558904071202605,126.88071252329397,448425.59127508785,7203518.190308122,1.0043435437008479,45.19247315736895,44.75836157651496,-0.003932956668062371
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_tmin_norsl,opt,tmin,2534972.0,5.566686061935659,125.05098699419757,455382.6049817752,7098795.359425157,1.0061083563629674,45.5268070679967,45.28864675419737,-0.012408195626723018
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_cluster_map_norsl,uni,cluster_map,2539778.0,6.602927426996027,123.48155443248181,384644.2397073961,8520329.099640828,1.0161412565193508,48.42515171872253,53.068184979214394,0.026761107625761227
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_cluster_map_rank_norsl,uni,cluster_map_rank,2539628.0,6.50083990483771,123.8392649340509,390661.52023065405,8339268.123312071,1.0102255672076828,49.230049071991125,51.87939964061985,-0.010981114098052025
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_cmax_norsl,uni,cmax,2534142.0,6.15544312312178,125.32365545948146,411691.2380330452,7881922.971035566,1.0105828233551317,57.50535129448405,60.05927579381427,-0.015591605137277309
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_cmin_norsl,uni,cmin,2538582.0,5.707610491001256,125.52077774573269,444771.4159896482,7293645.582941814,1.0067673617794948,41.542661509330586,41.39216194042097,0.025353046238429933
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_comp_norsl,uni,comp,2540387.0,6.490371425657305,125.72987336936957,391408.5702333631,8377473.880289585,1.0161870252442058,50.7235022044347,54.69121637342052,-0.006686133294731
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_expn_norsl,uni,expn,2539207.0,5.748250641870088,125.9501650289015,441735.6093529553,7348947.842567362,1.0069811886570277,41.8139917225545,41.18180265958098,-0.0021245264485214577
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_fifo_norsl,uni,fifo,2535476.0,5.611241761935702,125.8330459286527,451856.48873652174,7154669.996695576,1.0057756519838226,44.644367690886014,44.19120403740402,-0.018155235803374303
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_map_norsl,uni,map,2536222.0,5.467138752237877,123.27217199023536,463902.9874560697,6960199.502938882,1.003932057317185,45.17929816503171,45.212102666274426,0.008005734729854552
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_map_rank_norsl,uni,map_rank,2536067.0,5.470107139097912,123.31692346297011,463622.9118573039,6966608.608543869,1.0043725904245022,46.30665337056714,45.241510397424946,-0.003154856314457888
